ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
688633.SH,20230621,20230627,完成,,15000.0,371400.0,24.76,24.76
300456.SZ,20230621,20230621,完成,,963000.0,,,
002826.SZ,20230621,20230620,完成,,4500.0,22410.0,4.98,4.98
603256.SH,20230621,20230627,完成,,2287500.0,9444666.0,4.1816,3.62
603378.SH,20230621,20230627,完成,,1128468.0,7396195.47,7.34,6.41
002953.SZ,20230621,20230621,完成,,123088.0,912328.256,7.412,7.412
300748.SZ,20230621,20230621,完成,,14016.0,184135.2,13.1375,13.1375
300456.SZ,20230621,20230621,完成,,100000.0,,,
300587.SZ,20230621,20230621,完成,,50706.0,280392.3486,5.6915,5.4489
300564.SZ,20230621,20230621,完成,,208000.0,,,
300302.SZ,20230621,20230621,完成,,2823000.0,13437480.0,4.76,4.76
300034.SZ,20230621,20230621,完成,,1014156.0,6405016.88,7.74,6.23
300578.SZ,20230621,20230620,完成,,1120000.0,9687285.44,,
603366.SH,20230621,20230627,完成,,6895545.0,14770257.39,2.142,2.142
603380.SH,20230621,20230627,完成,,519700.0,,,
603638.SH,20230621,20230627,完成,,1832796.0,47542700.0,25.94,25.94
603196.SH,20230621,20230627,完成,,961860.0,3442099.02,,
603331.SH,20230621,20230627,完成,,822000.0,,,
688010.SH,20230621,20230627,完成,,178260.0,1766556.6,9.91,9.91
920017.BJ,20230620,,预案,20231006,,8000000.0,12.3,
300730.SZ,20230620,,预案,,,1465762.5,4.545,4.545
301057.SZ,20230620,,预案,,,5210400.0,7.8,7.8
600268.SH,20230620,,预案,,,1811428.58,,
603799.SH,20230620,,预案,,,24763785.8,44.24,28.72
605377.SH,20230620,,预案,,,226404.0,6.84,6.84
002785.SZ,20230620,,股东大会通过,,,3632850.0,10.53,10.53
002544.SZ,20230620,,股东大会通过,,,531501.92,8.08,6.44
002042.SZ,20230620,20230616,完成,,31275314.0,100128238.7,4.6,
920000.BJ,20230620,20230616,完成,,2267800.0,11191593.0,,
002371.SZ,20230620,20230619,完成,,30000.0,1026690.0,34.223,34.223
300461.SZ,20230620,20230620,完成,,4280800.0,47126770.0,11.74,10.95
920000.BJ,20230620,20230616,完成,,412200.0,2034207.0,,
600216.SH,20230620,20230626,完成,,153000.0,1292850.0,8.45,8.45
003026.SZ,20230620,20230620,完成,,384364.0,8229233.0,21.41,21.41
000883.SZ,20230620,20230616,完成,,1442200.0,3302638.0,,
002648.SZ,20230619,,预案,,,576053.2,5.26,5.26
300529.SZ,20230619,,股东大会通过,,,5837520.0,36.75,36.75
603500.SH,20230619,20230621,完成,,15000.0,95400.0,6.36,6.36
603656.SH,20230619,20230621,完成,,884500.0,6205328.13,,
603883.SH,20230619,20230621,完成,,96000.0,1610880.0,16.78,16.78
603707.SH,20230619,20230621,完成,,426192.0,5075800.0,10.8538,10.8538
600750.SH,20230619,20230621,完成,,104000.0,547731.05,,
600400.SH,20230619,20230621,完成,,2770000.0,,,
920826.BJ,20230619,20230616,完成,,70000.0,398971.85,5.73,5.62
920169.BJ,20230619,20230615,完成,,1286400.0,4195272.0,3.2613,3.2613
002795.SZ,20230617,,预案,,,150444.0,2.84,2.84
002664.SZ,20230617,,预案,,,258300.0,6.15,6.15
002215.SZ,20230617,,预案,,,792547.52,,
603810.SH,20230617,,预案,,,,,
605366.SH,20230617,,预案,,,,,
600488.SH,20230617,,预案,,,5257560.0,2.276,2.276
002264.SZ,20230617,,预案,20240615,,51000000.0,9.33,
605008.SH,20230617,,股东大会通过,,,50010354.68,22.15,
601615.SH,20230617,20230616,完成,,300000.0,5142000.0,17.31,17.0
002787.SZ,20230617,20230615,完成,,3180600.0,22285233.0,12.5,6.85
688677.SH,20230617,20230616,完成,,33452.0,2005404.84,60.36,59.17
000581.SZ,20230617,20230616,完成,,5593500.0,69247530.0,12.38,12.38
688677.SH,20230616,,预案,20240615,,60000000.0,90.0,
300617.SZ,20230616,,股东大会通过,,,387252.0,10.41,10.41
600287.SH,20230616,,股东大会通过,,,6005200.0,,
002988.SZ,20230616,20230614,完成,,9516399.0,161175622.55,21.0,
300644.SZ,20230616,20230616,完成,,139400.0,,,
600104.SH,20230616,20230615,完成,,1431400.0,20216838.0,14.15,14.04
920932.BJ,20230616,20230615,完成,,7800.0,87726.8,11.28,11.15
603109.SH,20230616,20230620,完成,,517440.0,4206800.0,8.13,8.13
605488.SH,20230616,20230620,完成,,940978.0,8214737.94,8.73,8.73
605005.SH,20230616,20230620,完成,,981550.0,11062068.5,11.27,11.27
003021.SZ,20230616,20230615,完成,,286686.0,7085186.82,31.39,22.27
920925.BJ,20230616,20230615,完成,,62700.0,695970.0,11.1,11.1
603650.SH,20230616,20230620,完成,,997802.0,,,
603650.SH,20230616,20230620,完成,,43200.0,,,
603650.SH,20230616,20230620,完成,,21334.0,624232.84,29.26,29.26
920885.BJ,20230616,20230614,完成,,151520.0,1894000.0,12.5,12.5
603355.SH,20230616,20230620,完成,,142800.0,1286088.33,,
002600.SZ,20230616,20230614,完成,,22361182.0,39858010.22,2.92,1.46
002600.SZ,20230616,20230614,完成,,8135974.0,51988873.86,6.39,6.39
002312.SZ,20230616,20230615,完成,,35000.0,143043.51,,
600817.SH,20230616,20230620,完成,,366668.0,,,
600817.SH,20230616,20230620,完成,,2104958.0,12964221.07,6.59,4.94
600817.SH,20230616,20230620,完成,,586667.0,,,
600817.SH,20230616,20230620,完成,,126667.0,,,
600817.SH,20230616,20230620,完成,,200000.0,1388000.0,6.94,6.94
600704.SH,20230616,20230620,完成,,1510000.0,4228313.0,2.78,2.78
600580.SH,20230616,20230620,完成,,3207000.0,23365950.0,7.57,7.25
000680.SZ,20230616,20230615,完成,,397800.0,746946.0,1.89,1.81
603558.SH,20230616,20230614,完成,,11658700.0,95716749.6,13.55,
920571.BJ,20230615,,预案,20231230,,30000000.0,7.4,
300919.SZ,20230615,,预案,,,51438000.0,63.545,63.545
002524.SZ,20230615,,股东大会通过,,,,,
002214.SZ,20230615,20230614,完成,,354700.0,4567234.0,12.98,12.79
605268.SH,20230615,20230619,完成,,3577500.0,16706925.0,4.67,4.67
920735.BJ,20230615,20230613,完成,,12960.0,,,
600382.SH,20230614,,预案,20240612,,376000000.0,6.38,
600104.SH,20230614,,预案,20240612,,2000000000.0,20.35,
002559.SZ,20230614,,预案,,,,,
603086.SH,20230614,,预案,,,,,
002611.SZ,20230614,,预案,,,120000.0,1.0,1.0
601686.SH,20230614,,预案,,,4203909.22,6.68,6.68
300065.SZ,20230614,,股东大会通过,,,4860746.34,4.91,4.04
300839.SZ,20230614,20230614,完成,,2529694.0,40031100.0,27.0,12.89
601778.SH,20230614,20230612,完成,,41549992.0,199977700.0,5.14,
920556.BJ,20230614,20230614,完成,,100000.0,357000.0,3.58,3.56
603626.SH,20230614,20230616,完成,,2529150.0,,,
603216.SH,20230614,20230616,完成,,100000.0,760000.0,7.6,7.6
603267.SH,20230614,20230616,完成,,283200.0,17261040.0,60.58,60.58
605111.SH,20230614,20230616,完成,,1960.0,83104.0,42.4,42.4
603877.SH,20230614,20230616,完成,,2353075.0,,,
603877.SH,20230614,20230616,完成,,166100.0,,,
603583.SH,20230614,20230616,完成,,68930.0,979411.86,15.94,6.25
603663.SH,20230614,20230616,完成,,31500.0,185220.0,5.88,5.88
300724.SZ,20230614,20230613,完成,,7980.0,427100.88,,16.05
000950.SZ,20230614,20230612,完成,,15182641.0,40309912.01,2.655,2.655
300450.SZ,20230613,,预案,20240612,,500000000.0,52.463,
920575.BJ,20230613,,预案,,,145600.0,0.56,0.56
603948.SH,20230613,,预案,,,402150.0,11.49,11.49
600929.SH,20230613,,预案,,,2256390.0,3.12,2.15
002815.SZ,20230613,,预案,,,11164752.04,5.78,5.78
400250,20230613,,股东大会通过,,,84320000.0,1.36,1.36
603220.SH,20230613,,股东大会通过,,,,,
920726.BJ,20230613,,股东大会通过,,,,,
002108.SZ,20230613,20230609,完成,,24099560.0,109986450.42,4.66,4.58
603800.SH,20230613,20230612,完成,,20900.0,548904.0,26.52,26.22
002180.SZ,20230613,20230612,完成,,2746300.0,100007918.0,59.88,33.39
600276.SH,20230613,20230612,完成,,351100.0,15740305.0,44.94,44.09
605068.SH,20230613,20230615,完成,,200000.0,3482800.0,,
300642.SZ,20230613,20230613,完成,,175500.0,2514915.0,14.33,14.33
601366.SH,20230613,20230615,完成,,108000.0,394200.0,3.65,3.65
002678.SZ,20230613,20230612,完成,,2036000.0,6916292.0,3.397,3.397
300350.SZ,20230613,20230612,完成,,294400.0,1065728.0,,
002439.SZ,20230613,20230609,完成,,8904376.0,108766952.84,12.215,12.215
002459.SZ,20230613,20230612,完成,,3920.0,14739.2,3.76,3.76
600251.SH,20230613,20230615,完成,,2008200.0,5735553.0,3.905,2.645
600105.SH,20230613,20230615,完成,,761280.0,1582900.0,,
920566.BJ,20230613,20230612,完成,,1500776.0,10476059.55,9.0,6.83
600738.SH,20230612,,预案,20240609,,100000000.0,8.32,
300896.SZ,20230612,,预案,20240612,,400000000.0,448.1561,
920925.BJ,20230612,,股东大会通过,,,695970.0,11.1,11.1
300682.SZ,20230612,,股东大会通过,,,1741818.0,8.9324,8.9324
300967.SZ,20230612,,股东大会通过,,,8191095.0,11.49,11.49
301023.SZ,20230612,20230612,完成,,979450.0,38798975.82,42.0,
603678.SH,20230612,20230614,完成,,406750.0,,,
600479.SH,20230612,20230614,完成,,380000.0,1433196.03,3.7,3.7
920023.BJ,20230612,20230608,完成,,15000.0,44461.03,2.9641,2.9641
920879.BJ,20230612,20230609,完成,,1472173.0,9882032.9,7.03,
300015.SZ,20230612,20230609,完成,,2948240.0,58261190.7,19.83,19.68
002249.SZ,20230610,,预案,20240609,,55000000.0,6.5,
688097.SH,20230610,,预案,20231209,,100000000.0,41.19,
000909.SZ,20230610,,预案,,,1.0,,
600801.SH,20230610,,预案,,,,,
300628.SZ,20230610,,预案,,,10796061.4,,
600433.SH,20230610,,预案,,,3396435.0,2.45,2.45
601717.SH,20230610,,预案,,,,,
002387.SZ,20230610,,预案,,,1936758.0,4.75,3.03
300119.SZ,20230610,,预案,,,15857660.0,9.1,9.1
601609.SH,20230610,,预案,,,,,
600475.SH,20230610,,预案,,,768380.94,3.3926,3.0553
603893.SH,20230610,,预案,,,712600.0,31.79,30.15
600579.SH,20230610,,股东大会通过,,,9050013.0,9.57,
002735.SZ,20230610,,股东大会通过,,,30963416.0,8.52,5.23
603806.SH,20230610,20230609,完成,,349500.0,9998054.4,28.77,28.4
000785.SZ,20230610,20230609,完成,,241748626.0,1.0,,
688559.SH,20230610,20230609,完成,,138000.0,5733790.96,42.0,40.9
002825.SZ,20230610,20230609,完成,,368400.0,1919364.0,5.21,5.21
002286.SZ,20230610,20230608,完成,,1042320.0,7275393.6,,
600711.SH,20230609,,预案,20240608,,200000000.0,7.87,
600422.SH,20230609,,预案,,,2521841.04,,
300747.SZ,20230609,,预案,,,45584282.0,25.3538,25.3538
000921.SZ,20230609,,预案,,,1308040.0,6.17,6.17
603002.SH,20230609,,股东大会通过,,,1.0,,
000403.SZ,20230609,,股东大会通过,,,3064430.466,19.214,10.804
601778.SH,20230609,20230608,完成,,37240891.0,178058600.0,4.93,
002108.SZ,20230609,20230608,完成,,14237860.0,64370327.42,4.6,4.39
300737.SZ,20230609,20230609,完成,,3174453.0,1.0,,
920414.BJ,20230609,20230608,完成,,528246.0,10452156.47,12.55,9.35
300871.SZ,20230609,20230608,完成,,169740.0,3309930.0,19.5,19.5
300737.SZ,20230609,20230609,完成,,417611.0,2703500.47,8.31,5.62
002859.SZ,20230609,20230609,完成,,1443600.0,24585257.28,16.61,16.61
603385.SH,20230609,20230613,完成,,1765000.0,9677200.0,,
603055.SH,20230609,20230613,完成,,2465854.0,8924456.38,6.37,3.01
600901.SH,20230609,20230613,完成,,1090001.0,,3.35,3.0
400268,20230609,20230613,完成,,5797746.0,14929195.95,2.575,2.575
600057.SH,20230609,20230613,完成,,1429989.0,,,
002340.SZ,20230608,,预案,20240606,,150000000.0,10.24,
300892.SZ,20230608,,预案,20240607,,34000000.0,34.0,
000922.SZ,20230608,,预案,,,2153540.0,3.16,3.16
603396.SH,20230608,,预案,,,,,
300627.SZ,20230608,,股东大会通过,,,183645.56,13.94,13.94
688560.SH,20230608,20230607,完成,,6044109.0,181597060.48,56.0,23.68
920685.BJ,20230608,20230607,完成,,35075.0,444071.89,12.78,12.35
600763.SH,20230608,20230608,完成,,808600.0,100987589.95,196.23,100.43
002615.SZ,20230608,20230608,完成,,152400.0,419100.0,2.75,2.75
688312.SH,20230608,20230607,完成,,3021524.0,50439424.67,18.25,
002601.SZ,20230607,,预案,,,8813639.0,,
300870.SZ,20230607,,预案,,,,,
002962.SZ,20230607,,预案,,,4740249.8,8.9,6.32
600315.SH,20230607,,预案,,,,,
001207.SZ,20230607,,预案,,,685785.0,10.47,10.47
601611.SH,20230607,,预案,,,,,
603238.SH,20230607,,预案,,,19330530.0,13.07,13.07
601218.SH,20230607,,预案,,,662018.476,2.507,2.507
603027.SH,20230607,,股东大会通过,,,399100.0,7.982,7.982
300732.SZ,20230607,20230606,完成,,28152.0,1.0,,
002042.SZ,20230607,20230606,完成,,17668514.0,56557086.7,3.28,
002765.SZ,20230607,20230606,完成,,820000.0,2924000.0,,
600588.SH,20230607,20230606,完成,,2462100.0,49991956.0,20.8,20.04
300785.SZ,20230607,20230607,完成,,416369.0,13025200.0,,
603893.SH,20230607,20230609,完成,,21000.0,,,
603893.SH,20230607,20230609,完成,,4000.0,120600.0,30.15,30.15
300696.SZ,20230607,20230606,完成,,3510.0,15584.4,4.44,4.44
300691.SZ,20230607,20230607,完成,,897000.0,6362410.0,7.81,6.01
002910.SZ,20230607,20230606,完成,,1159344.0,8069034.24,6.77,6.77
603899.SH,20230607,20230609,完成,,336480.0,9250000.0,,
002194.SZ,20230607,20230606,完成,,122500.0,741125.0,6.05,6.05
601211.SH,20230607,20230609,完成,,2156747.0,14188338.5,7.27,6.4
600521.SH,20230607,20230609,完成,,968000.0,9411640.0,9.91,9.45
603678.SH,20230607,20230606,完成,,248112.0,7997726.22,32.4,32.01
600588.SH,20230606,,预案,20240604,,900000000.0,32.0,
002548.SZ,20230606,,预案,,,807209.83,2.93,2.9238
300109.SZ,20230606,,预案,,,7080450.0,9.02,4.96
000757.SZ,20230606,,股东大会通过,,,1.0,,
002430.SZ,20230606,,股东大会通过,,,2888561.62,,
002402.SZ,20230606,,股东大会通过,,,312400.0,7.81,7.81
002293.SZ,20230606,,股东大会通过,,,24887520.0,5.76,5.4
920267.BJ,20230606,20230605,完成,,1506160.0,14348576.55,16.0,
300680.SZ,20230606,20230605,完成,,2760500.0,51991840.0,30.0,
002724.SZ,20230606,20230606,完成,,8331732.0,1.0,,
688028.SH,20230606,20230605,完成,,45412.0,989572.05,21.86,21.72
920809.BJ,20230606,20230606,完成,,200000.0,1720162.66,8.66,8.55
600141.SH,20230606,20230602,完成,,8382400.0,200049114.15,40.0,21.998
301093.SZ,20230606,20230605,完成,,180400.0,5979445.0,33.98,32.36
002083.SZ,20230606,20230605,完成,,1000000.0,4729500.0,4.77,4.69
600327.SH,20230606,20230531,完成,,1350000.0,6548214.29,7.12,
603823.SH,20230606,20230608,完成,,898680.0,,,
002405.SZ,20230606,20230605,完成,,814000.0,5735866.0,6.454,6.454
002291.SZ,20230606,20230605,完成,,63400.0,577574.0,9.11,9.11
002230.SZ,20230606,20230605,完成,,7745990.0,202203936.2,26.38,17.98
002092.SZ,20230606,20230606,完成,,10800000.0,57707506.32,,
600718.SH,20230606,20230608,完成,,9709743.0,49201130.42,4.94,4.94
400214,20230605,,预案,20230927,,200000000.0,1.8,
002968.SZ,20230605,,预案,,,1904336.0,11.51,11.33
003001.SZ,20230605,20230531,完成,,1550585.0,24811993.58,22.35,
301178.SZ,20230605,20230531,完成,,472400.0,13256812.69,28.49,
002266.SZ,20230605,20230601,完成,,125604297.0,1.0,,
300890.SZ,20230605,20230531,完成,,1171200.0,45745786.0,60.0,
000893.SZ,20230605,20230531,完成,,7200529.0,173419262.31,40.0,
603667.SH,20230605,20230607,完成,,99000.0,452430.0,4.57,4.57
601633.SH,20230605,20230607,完成,,14690160.0,,,
600459.SH,20230605,20230607,完成,,86012.0,989998.12,11.51,11.51
002252.SZ,20230603,,预案,20240706,,1000000000.0,8.0,
002272.SZ,20230603,,预案,,,114800.0,3.28,3.28
300021.SZ,20230603,,预案,,,9022745.0,2.31,2.31
002083.SZ,20230603,,股东大会通过,,,200020142.7,6.6,
688559.SH,20230603,,股东大会通过,,,115182953.48,71.5,
601878.SH,20230603,20230531,完成,,36781600.0,384433769.24,10.9,
002823.SZ,20230603,20230531,完成,,1292198.0,11998224.54,9.48,
688225.SH,20230603,20230531,完成,,6177555.0,133367735.08,30.26,
000792.SZ,20230603,20230531,完成,,57260797.0,1355416755.23,40.62,18.52
000403.SZ,20230603,20230531,完成,,1968378.0,40096468.22,21.92,
603816.SH,20230603,20230531,完成,,1817926.0,69979700.0,60.0,
603871.SH,20230603,20230531,完成,,6568966.0,149973637.29,26.8,26.71
002787.SZ,20230603,20230531,完成,,712600.0,4991822.0,7.11,
603166.SH,20230603,20230531,完成,,3234200.0,19679942.0,6.28,
001203.SZ,20230603,20230531,完成,,19283262.0,247577013.41,19.7,
603085.SH,20230603,20230531,完成,,1500000.0,13866100.0,16.01,8.89
603160.SH,20230603,20230531,完成,,181200.0,9060966.16,50.59,
002032.SZ,20230603,20230602,完成,,250000.0,11323400.0,45.85,44.37
603337.SH,20230603,20230531,完成,,4394315.0,89503438.13,25.68,
002709.SZ,20230603,20230531,完成,,1328406.0,50694121.7,,
002595.SZ,20230603,20230531,完成,,1107900.0,35909651.0,33.22,31.44
603836.SH,20230603,20230531,完成,,1705900.0,26454516.0,21.52,
002615.SZ,20230603,20230602,完成,,210100.0,1475879.0,7.04,7.0
688379.SH,20230603,20230531,完成,,405800.0,6936603.84,18.17,
688687.SH,20230603,20230601,完成,,3509027.0,60101924.84,26.0,
002929.SZ,20230603,20230531,完成,,1227200.0,47749891.0,54.75,38.52
002544.SZ,20230602,,预案,,,531501.92,8.08,6.44
688628.SH,20230602,,预案,,,931808.0,,
920885.BJ,20230602,,股东大会通过,,,1894000.0,12.5,12.5
601969.SH,20230602,,股东大会通过,,,2303323.42,5.26,5.26
002627.SZ,20230602,20230531,完成,,8980500.0,47001800.0,7.0,
002049.SZ,20230602,20230531,完成,,5279700.0,499947375.0,130.0,91.1
603833.SH,20230602,20230531,完成,,1429660.0,167284209.82,155.0,93.8
601778.SH,20230602,20230531,完成,,25722251.0,122246600.0,7.32,4.69
300680.SZ,20230602,20230602,完成,,2504300.0,47127885.0,30.0,
300680.SZ,20230602,20230531,完成,,2204300.0,41491811.0,20.28,
600739.SH,20230602,20230531,完成,,7393888.0,100052494.19,21.85,
301023.SZ,20230602,20230531,完成,,928050.0,36783011.32,42.0,36.43
002176.SZ,20230602,20230531,完成,,3860000.0,48849564.2,13.09,11.89
920001.BJ,20230602,20230531,完成,,10100.0,69190.0,7.08,
600690.SH,20230602,20230531,完成,,17572600.0,387687199.98,22.5,21.2
920261.BJ,20230602,20230531,完成,,599109.0,5510293.09,9.27,
300860.SZ,20230602,20230531,完成,,500220.0,26601622.6,58.0,51.0
688299.SH,20230602,20230531,完成,,268312.0,4245419.14,24.0,15.68
688326.SH,20230602,20230531,完成,,799330.0,98654657.61,202.0,119.2
688210.SH,20230602,20230531,完成,,263066.0,4879171.24,18.8,
688619.SH,20230602,20230531,完成,,2070523.0,30784926.05,15.768,
688560.SH,20230602,20230531,完成,,5554029.0,169822127.91,56.0,27.9
603150.SH,20230602,20230531,完成,,2078041.0,53998713.25,41.06,
002831.SZ,20230602,20230531,完成,,3405600.0,92424830.18,48.84,23.9
003010.SZ,20230602,20230531,完成,,497300.0,8499135.0,19.29,
002483.SZ,20230602,20230531,完成,,55820322.0,1.0,,
002042.SZ,20230602,20230531,完成,,11069714.0,35270082.7,3.25,3.12
601686.SH,20230602,20230531,完成,,7428316.0,50938240.4,6.94,6.74
688737.SH,20230602,20230531,完成,,515201.0,20990366.51,39.12,38.13
603713.SH,20230602,20230531,完成,,263882.0,25833402.38,92.89,89.87
603079.SH,20230602,20230601,完成,,10000.0,122000.0,12.2,12.2
688220.SH,20230602,20230531,完成,,3351243.0,224300257.96,88.0,
002988.SZ,20230602,20230531,完成,,8989199.0,152484025.55,21.0,
688032.SH,20230602,20230531,完成,,250000.0,147650244.08,803.01,517.35
002669.SZ,20230602,20230531,完成,,4605900.0,53998644.0,20.0,
688355.SH,20230602,20230531,完成,,1081341.0,26586195.8,27.1,
688262.SH,20230602,20230531,完成,,1773812.0,101999474.7,52.66,
300673.SZ,20230602,20230531,完成,,1460100.0,19994497.0,14.06,
002180.SZ,20230602,20230531,完成,,380000.0,14687460.0,59.88,
002036.SZ,20230602,20230531,完成,,2240000.0,19976030.0,14.99,8.762
603181.SH,20230602,20230531,完成,,2403600.0,25069541.0,18.0,10.09
688772.SH,20230602,20230531,完成,,1920000.0,32624414.71,17.33,16.5
603332.SH,20230602,20230531,完成,,399920.0,4222486.6,10.62,10.45
002938.SZ,20230602,20230601,完成,,718000.0,11803920.0,16.44,16.44
002782.SZ,20230602,20230602,完成,,51000.0,330480.0,6.48,6.48
600882.SH,20230602,20230606,完成,,1898500.0,32711155.0,,
002828.SZ,20230602,20230531,完成,,811200.0,6612208.0,17.02,8.06
300611.SZ,20230602,20230531,完成,,900000.0,7739871.0,12.8,8.19
002645.SZ,20230602,20230531,完成,,2240835.0,33960849.7,22.8,12.09
603558.SH,20230602,20230531,完成,,7886500.0,65142793.56,13.55,7.7
000507.SZ,20230602,20230531,完成,,10000000.0,57464941.0,8.0,
002353.SZ,20230602,20230531,完成,,1850000.0,46544994.88,26.15,23.84
400245,20230602,20230531,完成,,42106410.0,92990243.9,3.2,2.06
688687.SH,20230602,20230531,完成,,3494527.0,59725489.84,25.98,
300783.SZ,20230602,20230531,完成,,1147900.0,22981817.02,21.39,
002108.SZ,20230601,,预案,20231130,,110000000.0,6.5,
688066.SH,20230601,,预案,20240531,,100000000.0,75.0,
603806.SH,20230601,,预案,20240531,,150000000.0,46.37,
000100.SZ,20230601,,预案,20240531,,250000000.0,5.78,
603123.SH,20230601,,预案,,,1.0,,
300739.SZ,20230601,,预案,,,194400.0,6.48,6.48
300617.SZ,20230601,,预案,,,387252.0,10.41,10.41
400250,20230601,,预案,,,84320000.0,1.36,1.36
605008.SH,20230601,,预案,20231215,,100000000.0,22.15,
603083.SH,20230601,,预案,,,143440.0,6.52,6.52
002010.SZ,20230601,,股东大会通过,,,1661550.0,2.09,2.09
688538.SH,20230601,,股东大会通过,,,60212940.16,1.84,1.84
002946.SZ,20230601,,股东大会通过,,,7386488.4,9.5804,9.5804
000026.SZ,20230601,,股东大会通过,,,104894.33,,
601010.SH,20230601,20230531,完成,,6555500.0,16164021.52,2.51,
300839.SZ,20230601,20230531,完成,,2149094.0,34919300.0,27.0,13.08
688588.SH,20230601,20230531,完成,,2573201.0,36921293.8,15.8,14.68
688090.SH,20230601,20230531,完成,,375790.0,9997660.54,32.87,
920267.BJ,20230601,20230531,完成,,1341960.0,12767473.36,16.0,
301071.SZ,20230601,20230531,完成,,668300.0,52381229.0,99.65,73.46
688289.SH,20230601,20230531,完成,,9835793.0,199505497.92,18.92,18.13
300095.SZ,20230601,20230531,完成,,5684800.0,51993855.0,16.0,
601636.SH,20230601,20230531,完成,,2102200.0,16998464.0,8.12,8.06
603456.SH,20230601,20230601,完成,,2871000.0,99989613.27,60.0,29.77
920729.BJ,20230601,20230521,完成,,3417476.0,27471358.34,11.69,
920057.BJ,20230601,20230531,完成,,82800.0,281828.0,3.41,3.37
688598.SH,20230601,20230531,完成,,122794.0,18595929.3,202.53,146.51
300041.SZ,20230601,20230531,完成,,4088157.0,54472256.83,15.4,11.27
603713.SH,20230601,20230605,完成,,1250.0,21962.5,17.57,17.57
600629.SH,20230601,20230605,完成,,205709.0,629880.958,3.062,3.062
002376.SZ,20230601,20230531,完成,,4612400.0,35425028.0,10.15,
000731.SZ,20230601,20230531,完成,,2404700.0,19993293.0,11.28,8.16
301066.SZ,20230601,20230531,完成,,1342300.0,14884826.0,14.83,
300592.SZ,20230601,20230531,完成,,9150000.0,181413602.38,27.134,
920879.BJ,20230601,20230531,完成,,674074.0,4390194.35,6.8,
688312.SH,20230601,20230531,完成,,2171524.0,35479225.22,17.58,15.78
300801.SZ,20230601,20230531,完成,,6530800.0,133040245.28,30.0,
000636.SZ,20230601,20230531,完成,,8525792.0,134125893.81,26.77,
688766.SH,20230601,20230531,完成,,118007.0,17781483.3,174.77,
300825.SZ,20230601,20230531,完成,,7964954.0,99958038.23,17.73,
920566.BJ,20230601,20230531,完成,,584434.0,4117569.11,7.13,
300666.SZ,20230731,,预案,,,169330.0,24.19,24.19
920374.BJ,20230731,,预案,20240817,,15000000.0,10.0,
920735.BJ,20230731,,预案,,,,,
300638.SZ,20230731,,股东大会通过,,,16088200.0,9.77,8.18
920826.BJ,20230731,20230728,完成,,1215000.0,7362093.93,6.4,
300041.SZ,20230731,20230731,完成,,6221807.0,78378617.03,12.21,10.99
920023.BJ,20230731,20230728,完成,,3284000.0,9539139.14,4.0,
600433.SH,20230729,,预案,20240814,,400000000.0,5.0,
605168.SH,20230729,,预案,,,,,
601369.SH,20230729,,预案,,,1394766.65,2.45,2.08
600887.SH,20230729,,预案,,,2441712.0,11.83,11.83
600808.SH,20230729,,预案,,,52324668.0,2.29,2.29
688023.SH,20230729,,预案,20240128,,60000000.0,180.0,
600019.SH,20230729,,预案,,,,,
002173.SZ,20230729,,股东大会通过,,,1.0,,
002173.SZ,20230729,,股东大会通过,,,1.0,,
002527.SZ,20230729,,股东大会通过,,,9549962.86,,
601137.SH,20230729,20230728,完成,,10579102.0,1.0,,
688299.SH,20230729,20230728,完成,,1266993.0,20006800.0,24.0,
002453.SZ,20230729,20230729,完成,,70871463.0,1.0,,
000757.SZ,20230729,20230728,完成,,107489785.0,1.0,,
000528.SZ,20230729,20230728,完成,,55486.0,1.0,,
600228.SH,20230729,20230731,完成,,118432624.0,0.91,,
002317.SZ,20230729,20230727,完成,,50000.0,259000.0,5.18,5.18
002615.SZ,20230729,20230727,完成,,9498650.0,61583592.29,7.12,
688379.SH,20230729,20230728,完成,,506230.0,8938574.24,20.07,
002655.SZ,20230729,20230729,完成,,1836000.0,10426159.2,,
000883.SZ,20230729,20230728,完成,,20581398.0,46215821.16,,
603118.SH,20230729,20230802,完成,,5029200.0,22983444.0,4.57,4.57
300304.SZ,20230728,,预案,20240815,,120000000.0,8.0,
688209.SH,20230728,,预案,20240726,,100000000.0,23.97,
600755.SH,20230728,,预案,,,74419362.18,,
601012.SH,20230728,,预案,,,,,
300707.SZ,20230728,,股东大会通过,,,229710.0,8.06,8.06
000813.SZ,20230728,,股东大会通过,,,12638152.6,1.4825,1.4825
002493.SZ,20230728,20230727,完成,,147862706.0,1989986431.34,20.0,
688599.SH,20230728,20230727,完成,,120382.0,4394005.72,36.55,36.47
002842.SZ,20230728,20230727,完成,,1404000.0,7538567.4,,
601668.SH,20230728,20230801,完成,,14918400.0,48313367.49,,
603367.SH,20230728,20230801,完成,,9000.0,,,
600732.SH,20230728,20230727,完成,,8282785.0,250170737.34,28.22,28.09
600664.SH,20230728,20230801,完成,,292500.0,,,
000825.SZ,20230728,20230727,完成,,12329200.0,45531090.83,,
603933.SH,20230727,,预案,,,1880100.0,7.2,6.7
603803.SH,20230727,,预案,,,1380240.0,3.834,3.834
002883.SZ,20230727,,股东大会通过,,,344970.72,4.92,4.92
600887.SH,20230727,20230731,完成,,145200.0,1868724.0,11.83,11.83
